iter	Logloss
167	0.3985411151
168	0.3980411298
169	0.3977167942
170	0.3973765341
171	0.3969492036
172	0.396367543
173	0.3958429458
174	0.3955533338
175	0.3952243177
176	0.3949462757
177	0.3948718698
178	0.3945058153
179	0.3940256241
180	0.3937240106
181	0.393429935
182	0.3930097962
183	0.3924909817
184	0.3920373124
185	0.3916961685
186	0.3912183678
187	0.3907093489
188	0.3905666665
189	0.3902636822
190	0.3899339181
191	0.3895552239
192	0.3893471414
193	0.388930669
194	0.3888396916
195	0.3885696609
196	0.3881109632
197	0.3877229457
198	0.3875383544
199	0.38721284
200	0.3868110454
201	0.3865130732
202	0.3863020282
203	0.3860784549
204	0.3857212254
205	0.3854624187
206	0.3849759434
207	0.384688551
208	0.3842080599
209	0.3841487933
210	0.3838772411
211	0.383440548
212	0.3834167183
213	0.3833269374
214	0.3830710359
215	0.3825950356
216	0.3821952922
217	0.3819494222
218	0.3817068308
219	0.381417552
220	0.3811691502
221	0.3807735818
222	0.3804514215
223	0.3800986984
224	0.3799113663
225	0.3795909035
226	0.3792999726
227	0.3789762317
228	0.3787144318
229	0.3784949671
230	0.3782282461
231	0.3779781169
232	0.3776934862
233	0.3773841462
234	0.3771642322
235	0.3770107931
236	0.3765442186
237	0.3762979216
238	0.3760922188
239	0.3759559779
240	0.3758709208
241	0.3756574354
242	0.3753890652
243	0.3751307653
244	0.3748823774
245	0.3746508984
246	0.3743825713
247	0.374279635
248	0.374057751
249	0.3739441756
250	0.3736859606
251	0.3733686734
252	0.3733108262
253	0.3729953088
254	0.3728464134
255	0.372643616
256	0.372433405
257	0.3721797536
258	0.3718076652
259	0.3715868664
260	0.3714016616
261	0.371164622
262	0.3709813941
263	0.3707159723
264	0.3704941052
265	0.370215823
266	0.3700305961
267	0.3700144745
268	0.3697684382
269	0.3696306647
270	0.3693382589
271	0.3691272962
272	0.3689912143
273	0.3689442418
274	0.3688251005
275	0.3687346304
276	0.3686410979
277	0.3684441866
278	0.3682300827
279	0.3681093423
280	0.3678957417
281	0.3676342259
282	0.3674484318
283	0.3672965057
284	0.3671647392
285	0.3669172839
286	0.3667717034
287	0.3665174901
288	0.3663181703
289	0.365999807
290	0.3659465942
291	0.3657675973
292	0.3655604527
293	0.3653419871
294	0.3650929632
295	0.3649792099
296	0.3649125654
297	0.3645963389
298	0.3642902169
299	0.3639724438
300	0.363948259
301	0.3638311051
302	0.363606422
303	0.3634354195
304	0.3633932493
305	0.3631023546
306	0.3628418244
307	0.3626699107
308	0.3624700521
309	0.3623930711
310	0.3621701328
311	0.361996371
312	0.3618788344
313	0.3617821231
314	0.3617011533
315	0.3615247796
316	0.3613897653
317	0.3611638159
318	0.3610167874
319	0.3608430539
320	0.3607226486
321	0.3604799552
322	0.3602921594
323	0.3600645504
324	0.3599633767
325	0.359845801
326	0.3596618923
327	0.3595236301
328	0.3592994673
329	0.3590826398
330	0.3587899671
331	0.3585268327
332	0.358453113
333	0.3584358786
334	0.3583903077
335	0.3583023139
336	0.3580332303
337	0.3579544442
338	0.3578154506
339	0.3576567034
340	0.3575196533
341	0.3573233412
342	0.3571808742
343	0.3569337091
344	0.3566887034
345	0.3565710737
346	0.3565222892
347	0.3564752814
348	0.3563089338
349	0.3561927952
350	0.3559816289
351	0.3558111635
352	0.3556421495
353	0.3554533885
354	0.3553059877
355	0.3550260983
356	0.3549952692
357	0.3549413653
358	0.3547507282
359	0.3547467785
360	0.3546276256
361	0.3545683368
362	0.3544858816
363	0.3543379633
364	0.3540185413
365	0.3538462854
366	0.3537693984
367	0.3536586363
368	0.353567807
369	0.3534241973
370	0.3533884711
371	0.3532619635
372	0.3531009884
373	0.3530180893
374	0.3529508894
375	0.3528276094
376	0.3526308051
377	0.3523284753
378	0.35218216
379	0.3521410088
380	0.3519414053
381	0.3517838175
382	0.3516233836
383	0.3514119177
384	0.3512847931
385	0.3511367525
386	0.3510205393
387	0.3509969513
388	0.3508795799
389	0.3506833063
390	0.3505693
391	0.3505013002
392	0.3503610772
393	0.3500558603
394	0.3499016785
395	0.3497517547
396	0.3496028817
397	0.3493874212
398	0.3493605353
399	0.3492782893
400	0.3492015859
401	0.3491113056
402	0.3489899847
403	0.3488708548
404	0.3487748846
405	0.3486343177
406	0.3484537837
407	0.3484323145
408	0.3482593645
409	0.3481100709
410	0.3478457004
411	0.3477118967
412	0.3476537426
413	0.3475936814
414	0.3474352152
415	0.3473103123
416	0.3472542416
417	0.3471362171
418	0.3469800033
419	0.3467815639
420	0.3466974133
421	0.3464783991
422	0.3464560493
423	0.346210503
424	0.3461286848
425	0.3459368378
426	0.3456207113
427	0.3454972051
428	0.3454214303
429	0.3453262592
430	0.3452923767
431	0.34515102
432	0.3450991699
433	0.3449304401
434	0.3447185974
435	0.3446014541
436	0.3445329416
437	0.34437631
438	0.3442793415
439	0.3441591145
440	0.3440406179
441	0.343816347
442	0.343682417
443	0.3436565064
444	0.3436348977
445	0.343406616
446	0.3433920344
447	0.3432560928
448	0.3430647281
449	0.3429532461
450	0.3428443133
451	0.3426916815
452	0.3425496326
453	0.3424421478
454	0.3423029916
455	0.3422365483
456	0.3421476354
457	0.3420039666
458	0.3418704637
459	0.3417679791
460	0.3417532681
461	0.3416835601
462	0.3416526881
463	0.3416501359
464	0.3415065764
465	0.3413732524
466	0.3413060821
467	0.3411191334
468	0.3409859731
469	0.3407897787
470	0.3407606532
471	0.3406030621
472	0.3406005469
473	0.3401761265
474	0.3401637946
475	0.3400939225
476	0.3399723485
477	0.3398883403
478	0.3397688757
479	0.3397649233
480	0.3396645643
481	0.339542557
482	0.3394121807
483	0.3392688377
484	0.3391838769
485	0.3390372142
486	0.338903789
487	0.3388143893
488	0.3387986881
489	0.3387258985
490	0.3386410944
491	0.3385897137
492	0.3384757597
493	0.3384097972
494	0.3383861668
495	0.3383300021
496	0.338246167
497	0.3381102355
498	0.338032858
499	0.3379572964
500	0.3379206193
501	0.337761892
502	0.3374870999
503	0.3374057138
504	0.3372307365
505	0.3371847754
506	0.3369572146
507	0.3367755655
508	0.3367527342
509	0.3366456691
510	0.3365128373
511	0.3364005525
512	0.3363417317
513	0.3362059195
514	0.3361719344
515	0.3360824459
516	0.3360005782
517	0.3358386553
518	0.3357590924
519	0.3356484063
520	0.3356134038
521	0.3355007161
522	0.3353688944
523	0.3352378141
524	0.3351570332
525	0.3351471063
526	0.3350807612
527	0.3349713434
528	0.3347829879
529	0.3347104601
530	0.3347063392
531	0.3346684351
532	0.3344750927
533	0.3343601599
534	0.334256641
535	0.3341569236
536	0.3339883169
537	0.3338118303
538	0.3336472543
539	0.3335399562
540	0.3334695585
541	0.3333950944
542	0.3333513836
543	0.3332696738
544	0.3331463954
545	0.3330214601
546	0.3328493445
547	0.3327496106
548	0.3326886635
549	0.3325758482
550	0.3324355829
551	0.3323710786
552	0.332266898
553	0.3322434241
554	0.332141234
555	0.3320187345
556	0.33200714
557	0.331970914
558	0.3316319468
559	0.3316081297
560	0.3315915149
561	0.3314629619
562	0.3314244129
563	0.3313992749
564	0.3313228718
565	0.3310972357
566	0.3309018814
567	0.3307827341
568	0.3306293589
569	0.330569383
570	0.3303968073
571	0.3301521681
572	0.3300695709
573	0.3300381245
574	0.3299709929
575	0.3298866714
576	0.3298114021
577	0.3296997642
578	0.3294817871
579	0.3294121553
580	0.3291589746
581	0.3290754809
582	0.3290753715
583	0.3290216863
584	0.3289430409
585	0.3288324504
586	0.3285259733
587	0.3283685341
588	0.3282940048
589	0.3282067668
590	0.3280732122
591	0.3280227913
592	0.3280121615
593	0.3279415918
594	0.3276957011
595	0.3276023474
596	0.3275288607
597	0.3274596617
598	0.3271911252
599	0.3271661625
600	0.3269120209
601	0.3268924722
602	0.3267437507
603	0.3266104146
604	0.3263732662
605	0.3263383483
606	0.3262738772
607	0.3261467604
608	0.3260625903
609	0.3260205499
610	0.3259302123
611	0.3258324739
612	0.3257505357
613	0.3256905709
614	0.3256341867
615	0.3254872548
616	0.3254171208
617	0.3252806719
618	0.3252578906
619	0.3250680903
620	0.3250286005
621	0.3249154736
622	0.3247928967
623	0.3247070075
624	0.3246667258
625	0.3246572307
626	0.3244587947
627	0.324255088
628	0.3240773583
629	0.3238997325
630	0.323814983
631	0.3236749264
632	0.3235370248
633	0.3233022605
634	0.3231359403
635	0.3230127389
636	0.32263636
637	0.3225108369
638	0.3224057854
639	0.3221866946
640	0.3221287304
641	0.3220230617
642	0.3219586665
643	0.3217950068
644	0.3217464462
645	0.3216231582
646	0.321511828
647	0.3214302519
648	0.3214013061
649	0.3211651643
650	0.321142736
651	0.3210354779
652	0.3207687624
653	0.3206666018
654	0.3205881786
655	0.3204920448
656	0.3204443195
657	0.3203092632
658	0.3201910356
659	0.3200226404
660	0.3198880129
661	0.3198021319
662	0.3197162068
663	0.3196830367
664	0.319635032
665	0.3196018167
666	0.319466389
667	0.3193965574
668	0.3193530935
669	0.3191146776
670	0.3190347885
671	0.3190047455
672	0.3189045674
673	0.3187341506
674	0.3186809675
675	0.3186520035
676	0.3185608999
677	0.3184685073
678	0.3183795937
679	0.3182488588
680	0.3182291449
681	0.3181646504
682	0.3181646461
683	0.3180506749
684	0.317848557
685	0.3177754081
686	0.3175338742
687	0.3174723417
688	0.3174230868
689	0.3173597375
690	0.3172894806
691	0.3172138283
692	0.317110408
693	0.3169270264
694	0.3168566898
695	0.3167566629
696	0.3166674193
697	0.316617773
698	0.3165941975
699	0.3164145542
700	0.3163842108
701	0.3162992685
702	0.3162582744
703	0.3162012591
704	0.3159228026
705	0.3159014827
706	0.3158072149
707	0.315734105
708	0.3155432241
709	0.3155017922
710	0.3154394105
711	0.3152527798
712	0.3151435321
713	0.3150341247
714	0.3149777912
715	0.3149226847
716	0.3147621952
717	0.3146567264
718	0.3146243141
719	0.3145127974
720	0.3145012253
721	0.3144570632
722	0.314383286
723	0.3142300128
724	0.314089392
725	0.3138977141
726	0.3138349522
727	0.313704617
728	0.3134519715
729	0.3134001788
730	0.3132694118
731	0.3131875712
732	0.3131403933
733	0.3130148252
734	0.3129622468
735	0.3128593204
736	0.3128024739
737	0.3127910707
738	0.3126770183
739	0.3125788158
740	0.3123672684
741	0.3123036283
742	0.3122348141
743	0.3120693544
744	0.3119965272
745	0.3117740804
746	0.311654787
747	0.3116484601
748	0.3115745063
749	0.3113714507
750	0.3112781142
751	0.3109743823
752	0.3108043985
753	0.3106151159
754	0.3104823396
755	0.3103843404
756	0.3103650804
757	0.3103346422
758	0.3102556276
759	0.3102124983
760	0.3100485841
761	0.3099359587
762	0.3098547526
763	0.3096527063
764	0.3095687231
765	0.3093661472
766	0.3092916371
767	0.3092406267
768	0.3091846826
769	0.3090853792
770	0.3090470431
771	0.3089959587
772	0.3089229592
773	0.3089171775
774	0.308844351
775	0.3085795043
776	0.3084358489
777	0.3080709112
778	0.3079391157
779	0.3077854749
780	0.3076812843
781	0.3075337602
782	0.307435083
783	0.3074001424
784	0.3071036385
785	0.3069659295
786	0.3068823255
787	0.3067676705
788	0.3066808477
789	0.3066525642
790	0.306555556
791	0.3065265724
792	0.3062799339
793	0.3061808082
794	0.3060760695
795	0.3058973528
796	0.3056988415
797	0.3056315834
798	0.3055808174
799	0.3054267401
800	0.3053506949
801	0.3052489943
802	0.3049925047
803	0.3049243034
804	0.3048693905
805	0.304777118
806	0.3046803237
807	0.304491861
808	0.3044779212
809	0.3044728301
810	0.3044170715
811	0.3043909668
812	0.3043425427
813	0.3042511926
814	0.3041575486
815	0.3040961337
816	0.3040286676
817	0.303964378
818	0.3039119196
819	0.3038536071
820	0.3037954616
821	0.3036265542
822	0.3034909701
823	0.3034092303
824	0.3032307204
825	0.3032046073
826	0.3030205652
827	0.3028688925
828	0.302825434
829	0.3026967157
830	0.3025692055
831	0.3024674546
832	0.3023443422
833	0.3022365988
834	0.3021599595
835	0.3020576681
836	0.3019058018
837	0.3018883256
838	0.3018839944
839	0.3018340002
840	0.3017494337
841	0.3016579444
842	0.3015823392
843	0.3015349481
844	0.3014434198
845	0.3012054426
846	0.3011200055
847	0.3009922374
848	0.3009045307
849	0.3008424697
850	0.3005657882
851	0.3005156998
852	0.3004453239
853	0.3002435634
854	0.2999467342
855	0.2997372328
856	0.2995837274
857	0.2993267216
858	0.2992637549
859	0.299205659
860	0.2991780329
861	0.2989731408
862	0.2989092958
863	0.2987720422
864	0.2985746706
865	0.2984613808
866	0.298363292
867	0.2983029841
868	0.2982075716
869	0.2981228907
870	0.2980150104
871	0.2978320956
872	0.2977087257
873	0.2976165799
874	0.2975178437
875	0.2972877428
876	0.2971822773
877	0.2971002435
878	0.296977199
879	0.2969019724
880	0.296727694
881	0.2966397987
882	0.2965541377
883	0.2964766529
884	0.2963994328
885	0.2961454562
886	0.2960595951
887	0.2959067756
888	0.2958237851
889	0.2955552048
890	0.2954205198
891	0.295325905
892	0.295255847
893	0.2951878079
894	0.2950207731
895	0.2949488575
896	0.2947617346
897	0.2946597228
898	0.2946013435
899	0.2944683065
900	0.29428012
901	0.2941646673
902	0.2940214175
903	0.2939392311
904	0.2938935261
905	0.2938241067
906	0.2937611519
907	0.2937476273
908	0.293671084
909	0.2934535845
910	0.2933678682
911	0.2933308745
912	0.2932779857
913	0.2931780756
914	0.2930076293
915	0.2929548559
916	0.2928830176
917	0.292663727
918	0.2925945614
919	0.292565153
920	0.2923822021
921	0.2922865282
922	0.2921374354
923	0.2920909152
924	0.291889799
925	0.2918378049
926	0.2917773956
927	0.2916975926
928	0.291652028
929	0.2915700963
930	0.2915389439
931	0.291502184
932	0.2914691185
933	0.2912764663
934	0.2912059169
935	0.2911420145
936	0.2910758583
937	0.2909855456
938	0.2908419693
939	0.290603022
940	0.2905404986
941	0.290340247
942	0.2902922032
943	0.2900418592
944	0.2898967452
945	0.2898331129
946	0.2897917572
947	0.289657517
948	0.2895644249
949	0.289314395
950	0.2890443359
951	0.2888917406
952	0.2886474837
953	0.2884521112
954	0.2882675584
955	0.2881175945
956	0.2880369293
957	0.2879538967
958	0.2878650206
959	0.2877213418
960	0.2876424199
961	0.2875648092
962	0.287489605
963	0.2874320688
964	0.2873687581
965	0.2872763146
966	0.2870857795
967	0.2870096057
968	0.2869245761
969	0.2867691417
970	0.2867170386
971	0.2866767549
972	0.2865845151
973	0.286431422
974	0.2863964126
975	0.2863251452
976	0.2862680779
977	0.2860716225
978	0.2859301895
979	0.2858955111
980	0.2858147827
981	0.2857022894
982	0.2855180036
983	0.2854344446
984	0.2853804697
985	0.2853427993
986	0.2851633041
987	0.2851038942
988	0.2848589321
989	0.2846852282
990	0.2845743221
991	0.2845093442
992	0.2844612237
993	0.2843517514
994	0.2842980507
995	0.2842589588
996	0.2841682242
997	0.2841186629
998	0.2838785251
999	0.2837865655
